EFF_DATE,COUNTRY,LATITUDE,LONGITUDE,CONFIRMED_CUML,DEATHS_CUML,RECOVERED_CUML,ACTIVE_CUML,CONFIRMED_ABS,DEATHS_ABS,RECOVERED_ABS
2020-03-04,Cambodia,11.996908,104.949392,1,0,1,0,0,0,0
2020-03-05,Cambodia,11.996908,104.949392,1,0,1,0,0,0,0
2020-03-06,Cambodia,11.996908,104.949392,1,0,1,0,0,0,0
2020-03-07,Cambodia,11.996908,104.949392,1,0,1,0,0,0,0
2020-03-08,Cambodia,11.996908,104.949392,2,0,1,1,1,0,0
2020-03-09,Cambodia,11.996908,104.949392,2,0,1,1,0,0,0
2020-03-10,Cambodia,11.996908,104.949392,2,0,1,1,0,0,0
2020-03-11,Cambodia,11.996908,104.949392,3,0,1,2,1,0,0
2020-03-12,Cambodia,11.996908,104.949392,3,0,1,2,0,0,0
2020-03-13,Cambodia,11.996908,104.949392,5,0,1,4,2,0,0
2020-03-14,Cambodia,11.996908,104.949392,7,0,1,6,2,0,0
2020-03-15,Cambodia,11.996908,104.949392,7,0,1,6,0,0,0
2020-03-16,Cambodia,11.996908,104.949392,7,0,1,6,0,0,0
2020-03-17,Cambodia,11.996908,104.949392,33,0,1,32,26,0,0
2020-03-18,Cambodia,11.996908,104.949392,35,0,1,34,2,0,0
2020-03-19,Cambodia,11.996908,104.949392,37,0,1,36,2,0,0
2020-03-20,Cambodia,11.996908,104.949392,51,0,1,50,14,0,0
2020-03-21,Cambodia,11.996908,104.949392,53,0,1,52,2,0,0
2020-03-22,Cambodia,11.996908,104.949392,84,0,2,82,31,0,1
2020-03-23,Cambodia,11.996908,104.949392,87,0,2,85,3,0,0
2020-03-24,Cambodia,11.996908,104.949392,91,0,4,87,4,0,2
2020-03-25,Cambodia,11.996908,104.949392,96,0,10,86,5,0,6
2020-03-13,Antigua and Barbuda,17.0608,-61.7964,1,0,0,1,1,0,0
2020-03-14,Antigua and Barbuda,17.0608,-61.7964,1,0,0,1,0,0,0
2020-03-15,Antigua and Barbuda,17.0608,-61.7964,1,0,0,1,0,0,0
2020-03-16,Antigua and Barbuda,17.0608,-61.7964,1,0,0,1,0,0,0
2020-03-17,Antigua and Barbuda,17.0608,-61.7964,1,0,0,1,0,0,0
2020-03-18,Antigua and Barbuda,17.0608,-61.7964,1,0,0,1,0,0,0
2020-03-19,Antigua and Barbuda,17.0608,-61.7964,1,0,0,1,0,0,0
2020-03-20,Antigua and Barbuda,17.0608,-61.7964,1,0,0,1,0,0,0
2020-03-21,Antigua and Barbuda,17.0608,-61.7964,1,0,0,1,0,0,0
2020-03-22,Antigua and Barbuda,17.0608,-61.7964,1,0,0,1,0,0,0
2020-03-23,Antigua and Barbuda,17.0608,-61.7964,3,0,0,3,2,0,0
2020-03-24,Antigua and Barbuda,17.0608,-61.7964,3,0,0,3,0,0,0
2020-03-25,Antigua and Barbuda,17.0608,-61.7964,3,0,0,3,0,0,0
2020-03-10,Saint Martin,18.0708,-63.0501,2,0,0,2,2,0,0
2020-01-23,Philippines,12.92301136,121.85536272,0,0,0,0,0,0,0
2020-01-30,Philippines,12.92301136,121.85536272,1,0,0,1,1,0,0
2020-01-31,Philippines,12.92301136,121.85536272,1,0,0,1,0,0,0
2020-02-01,Philippines,12.92301136,121.85536272,1,0,0,1,0,0,0
2020-02-02,Philippines,12.92301136,121.85536272,2,1,0,1,1,1,0
2020-02-03,Philippines,12.92301136,121.85536272,2,1,0,1,0,0,0
2020-02-04,Philippines,12.92301136,121.85536272,2,1,0,1,0,0,0
2020-02-05,Philippines,12.92301136,121.85536272,2,1,0,1,0,0,0
2020-02-06,Philippines,12.92301136,121.85536272,2,1,0,1,0,0,0
2020-02-07,Philippines,12.92301136,121.85536272,3,1,0,2,1,0,0
2020-02-08,Philippines,12.92301136,121.85536272,3,1,0,2,0,0,0
2020-02-09,Philippines,12.92301136,121.85536272,3,1,0,2,0,0,0
2020-02-10,Philippines,12.92301136,121.85536272,3,1,0,2,0,0,0
2020-02-11,Philippines,12.92301136,121.85536272,3,1,0,2,0,0,0
2020-02-12,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,1
2020-02-13,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-02-14,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-02-15,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-02-16,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-02-17,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-02-18,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-02-19,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-02-20,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-02-21,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-02-22,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-02-23,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-02-24,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-02-25,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-02-26,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-02-27,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-02-28,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-02-29,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-03-01,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-03-02,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-03-03,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-03-04,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-03-05,Philippines,12.92301136,121.85536272,3,1,1,1,0,0,0
2020-03-06,Philippines,12.92301136,121.85536272,5,1,1,3,2,0,0
2020-03-07,Philippines,12.92301136,121.85536272,6,1,1,4,1,0,0
2020-03-08,Philippines,12.92301136,121.85536272,10,1,1,8,4,0,0
2020-03-09,Philippines,12.92301136,121.85536272,20,1,1,18,10,0,0
2020-03-10,Philippines,12.92301136,121.85536272,33,1,2,30,13,0,1
2020-03-11,Philippines,12.92301136,121.85536272,49,1,2,46,16,0,0
2020-03-12,Philippines,12.92301136,121.85536272,52,2,2,48,3,1,0
2020-03-13,Philippines,12.92301136,121.85536272,64,5,2,57,12,3,0
2020-03-14,Philippines,12.92301136,121.85536272,111,8,2,101,47,3,0
2020-03-15,Philippines,12.92301136,121.85536272,140,11,2,127,29,3,0
2020-03-16,Philippines,12.92301136,121.85536272,142,12,2,128,2,1,0
2020-03-17,Philippines,12.92301136,121.85536272,187,12,5,170,45,0,3
2020-03-18,Philippines,12.92301136,121.85536272,202,19,5,178,15,7,0
2020-03-19,Philippines,12.92301136,121.85536272,217,17,8,192,15,-2,3
2020-03-20,Philippines,12.92301136,121.85536272,230,18,8,204,13,1,0
2020-03-21,Philippines,12.92301136,121.85536272,307,19,13,275,77,1,5
2020-03-22,Philippines,12.92301136,121.85536272,380,25,15,340,73,6,2
2020-03-23,Philippines,12.92301136,121.85536272,462,33,18,411,82,8,3
2020-03-24,Philippines,12.92301136,121.85536272,552,35,20,497,90,2,2
2020-03-25,Philippines,12.92301136,121.85536272,636,38,26,572,84,3,6
2020-03-02,Indonesia,-0.7893,113.9213,2,0,0,2,2,0,0
2020-03-03,Indonesia,-0.7893,113.9213,2,0,0,2,0,0,0
2020-03-04,Indonesia,-0.7893,113.9213,2,0,0,2,0,0,0
2020-03-05,Indonesia,-0.7893,113.9213,2,0,0,2,0,0,0
2020-03-06,Indonesia,-0.7893,113.9213,4,0,0,4,2,0,0
2020-03-07,Indonesia,-0.7893,113.9213,4,0,0,4,0,0,0
2020-03-08,Indonesia,-0.7893,113.9213,6,0,0,6,2,0,0
2020-03-09,Indonesia,-0.7893,113.9213,19,0,0,19,13,0,0
2020-03-10,Indonesia,-0.7893,113.9213,27,0,2,25,8,0,2
2020-03-11,Indonesia,-0.7893,113.9213,34,1,2,31,7,1,0
2020-03-12,Indonesia,-0.7893,113.9213,34,1,2,31,0,0,0
2020-03-13,Indonesia,-0.7893,113.9213,69,4,2,63,35,3,0
2020-03-14,Indonesia,-0.7893,113.9213,96,5,8,83,27,1,6
2020-03-15,Indonesia,-0.7893,113.9213,117,5,8,104,21,0,0
2020-03-16,Indonesia,-0.7893,113.9213,134,5,8,121,17,0,0
2020-03-17,Indonesia,-0.7893,113.9213,172,5,8,159,38,0,0
2020-03-18,Indonesia,-0.7893,113.9213,227,19,11,197,55,14,3
2020-03-19,Indonesia,-0.7893,113.9213,311,25,11,275,84,6,0
2020-03-20,Indonesia,-0.7893,113.9213,369,32,15,322,58,7,4
2020-03-21,Indonesia,-0.7893,113.9213,450,38,15,397,81,6,0
2020-03-22,Indonesia,-0.7893,113.9213,514,48,29,437,64,10,14
2020-03-23,Indonesia,-0.7893,113.9213,579,49,30,500,65,1,1
2020-03-24,Indonesia,-0.7893,113.9213,686,55,30,601,107,6,0
2020-03-25,Indonesia,-0.7893,113.9213,790,58,31,701,104,3,1
2020-03-20,Niger,17.607792667,8.081677333,1,0,0,1,1,0,0
2020-03-21,Niger,17.607792667,8.081677333,1,0,0,1,0,0,0
2020-03-22,Niger,17.607792667,8.081677333,2,0,0,2,1,0,0
2020-03-23,Niger,17.607792667,8.081677333,3,0,0,3,1,0,0
2020-03-24,Niger,17.607792667,8.081677333,3,0,0,3,0,0,0
2020-03-25,Niger,17.607792667,8.081677333,7,1,0,6,4,1,0
2020-02-28,Iceland,64.9631,-19.0208,1,0,0,1,1,0,0
2020-02-29,Iceland,64.9631,-19.0208,1,0,0,1,0,0,0
2020-03-01,Iceland,64.9631,-19.0208,3,0,0,3,2,0,0
2020-03-02,Iceland,64.9631,-19.0208,6,0,0,6,3,0,0
2020-03-03,Iceland,64.9631,-19.0208,11,0,0,11,5,0,0
2020-03-04,Iceland,64.9631,-19.0208,26,0,0,26,15,0,0
2020-03-05,Iceland,64.9631,-19.0208,34,0,0,34,8,0,0
2020-03-06,Iceland,64.9631,-19.0208,43,0,0,43,9,0,0
2020-03-07,Iceland,64.9631,-19.0208,50,0,0,50,7,0,0
2020-03-08,Iceland,64.9631,-19.0208,50,0,0,50,0,0,0
2020-03-09,Iceland,64.9631,-19.0208,58,0,0,58,8,0,0
2020-03-10,Iceland,64.9631,-19.0208,69,0,1,68,11,0,1
2020-03-11,Iceland,64.9631,-19.0208,85,0,1,84,16,0,0
2020-03-12,Iceland,64.9631,-19.0208,103,0,1,102,18,0,0
2020-03-13,Iceland,64.9631,-19.0208,134,0,1,133,31,0,0
2020-03-14,Iceland,64.9631,-19.0208,156,0,1,155,22,0,0
2020-03-15,Iceland,64.9631,-19.0208,171,5,8,158,15,5,7
2020-03-16,Iceland,64.9631,-19.0208,180,0,0,180,9,-5,-8
2020-03-17,Iceland,64.9631,-19.0208,220,1,0,219,40,1,0
2020-03-18,Iceland,64.9631,-19.0208,250,1,5,244,30,0,5
2020-03-19,Iceland,64.9631,-19.0208,330,1,5,324,80,0,0
2020-03-20,Iceland,64.9631,-19.0208,409,0,5,404,79,-1,0
2020-03-21,Iceland,64.9631,-19.0208,473,1,22,450,64,1,17
2020-03-22,Iceland,64.9631,-19.0208,568,1,5,562,95,0,-17
2020-03-23,Iceland,64.9631,-19.0208,588,1,51,536,20,0,46
2020-03-24,Iceland,64.9631,-19.0208,648,2,51,595,60,1,0
2020-03-25,Iceland,64.9631,-19.0208,737,2,56,679,89,0,5
2020-03-14,Namibia,-22.9576,18.4904,2,0,0,2,2,0,0
2020-03-15,Namibia,-22.9576,18.4904,2,0,0,2,0,0,0
2020-03-16,Namibia,-22.9576,18.4904,2,0,0,2,0,0,0
2020-03-17,Namibia,-22.9576,18.4904,2,0,0,2,0,0,0
2020-03-18,Namibia,-22.9576,18.4904,2,0,0,2,0,0,0
2020-03-19,Namibia,-22.9576,18.4904,3,0,0,3,1,0,0
2020-03-20,Namibia,-22.9576,18.4904,3,0,0,3,0,0,0
2020-03-21,Namibia,-22.9576,18.4904,3,0,0,3,0,0,0
2020-03-22,Namibia,-22.9576,18.4904,3,0,0,3,0,0,0
2020-03-23,Namibia,-22.9576,18.4904,4,0,0,4,1,0,0
2020-03-24,Namibia,-22.9576,18.4904,7,0,2,5,3,0,2
2020-03-25,Namibia,-22.9576,18.4904,7,0,2,5,0,0,0
2020-03-04,Hungary,47.1625,19.5033,2,0,0,2,2,0,0
2020-03-05,Hungary,47.1625,19.5033,2,0,0,2,0,0,0
2020-03-06,Hungary,47.1625,19.5033,2,0,0,2,0,0,0
2020-03-07,Hungary,47.1625,19.5033,4,0,0,4,2,0,0
2020-03-08,Hungary,47.1625,19.5033,7,0,0,7,3,0,0
2020-03-09,Hungary,47.1625,19.5033,9,0,0,9,2,0,0
2020-03-10,Hungary,47.1625,19.5033,9,0,0,9,0,0,0
2020-03-11,Hungary,47.1625,19.5033,13,0,0,13,4,0,0
2020-03-12,Hungary,47.1625,19.5033,13,0,0,13,0,0,0
2020-03-13,Hungary,47.1625,19.5033,19,0,0,19,6,0,0
2020-03-14,Hungary,47.1625,19.5033,30,0,1,29,11,0,1
2020-03-15,Hungary,47.1625,19.5033,32,1,1,30,2,1,0
2020-03-16,Hungary,47.1625,19.5033,39,1,1,37,7,0,0
2020-03-17,Hungary,47.1625,19.5033,50,1,2,47,11,0,1
2020-03-18,Hungary,47.1625,19.5033,58,1,2,55,8,0,0
2020-03-19,Hungary,47.1625,19.5033,73,1,2,70,15,0,0
2020-03-20,Hungary,47.1625,19.5033,85,3,2,80,12,2,0
2020-03-21,Hungary,47.1625,19.5033,103,4,7,92,18,1,5
2020-03-22,Hungary,47.1625,19.5033,131,6,16,109,28,2,9
2020-03-23,Hungary,47.1625,19.5033,167,7,16,144,36,1,0
2020-03-24,Hungary,47.1625,19.5033,187,9,21,157,20,2,5
2020-03-25,Hungary,47.1625,19.5033,226,10,21,195,39,1,0
2020-02-25,Algeria,28.0339,1.6596,1,0,0,1,1,0,0
2020-02-26,Algeria,28.0339,1.6596,1,0,0,1,0,0,0
2020-02-27,Algeria,28.0339,1.6596,1,0,0,1,0,0,0
2020-02-28,Algeria,28.0339,1.6596,1,0,0,1,0,0,0
2020-02-29,Algeria,28.0339,1.6596,1,0,0,1,0,0,0
2020-03-01,Algeria,28.0339,1.6596,1,0,0,1,0,0,0
2020-03-02,Algeria,28.0339,1.6596,3,0,0,3,2,0,0
2020-03-03,Algeria,28.0339,1.6596,5,0,0,5,2,0,0
2020-03-04,Algeria,28.0339,1.6596,12,0,0,12,7,0,0
2020-03-05,Algeria,28.0339,1.6596,12,0,0,12,0,0,0
2020-03-06,Algeria,28.0339,1.6596,17,0,0,17,5,0,0
2020-03-07,Algeria,28.0339,1.6596,17,0,0,17,0,0,0
2020-03-08,Algeria,28.0339,1.6596,19,0,0,19,2,0,0
2020-03-09,Algeria,28.0339,1.6596,20,0,0,20,1,0,0
2020-03-10,Algeria,28.0339,1.6596,20,0,0,20,0,0,0
2020-03-11,Algeria,28.0339,1.6596,20,0,0,20,0,0,0
2020-03-12,Algeria,28.0339,1.6596,24,1,8,15,4,1,8
2020-03-13,Algeria,28.0339,1.6596,26,2,8,16,2,1,0
2020-03-14,Algeria,28.0339,1.6596,37,3,12,22,11,1,4
2020-03-15,Algeria,28.0339,1.6596,48,4,12,32,11,1,0
2020-03-16,Algeria,28.0339,1.6596,54,4,12,38,6,0,0
2020-03-17,Algeria,28.0339,1.6596,60,4,12,44,6,0,0
2020-03-18,Algeria,28.0339,1.6596,74,7,12,55,14,3,0
2020-03-19,Algeria,28.0339,1.6596,87,9,32,46,13,2,20
2020-03-20,Algeria,28.0339,1.6596,90,11,32,47,3,2,0
2020-03-21,Algeria,28.0339,1.6596,139,15,32,92,49,4,0
2020-03-22,Algeria,28.0339,1.6596,201,17,65,119,62,2,33
2020-03-23,Algeria,28.0339,1.6596,230,17,65,148,29,0,0
2020-03-24,Algeria,28.0339,1.6596,264,19,24,221,34,2,-41
2020-03-25,Algeria,28.0339,1.6596,302,21,65,216,38,2,41
2020-02-25,Switzerland,46.8182,8.2275,1,0,0,1,1,0,0
2020-02-26,Switzerland,46.8182,8.2275,1,0,0,1,0,0,0
2020-02-27,Switzerland,46.8182,8.2275,8,0,0,8,7,0,0
2020-02-28,Switzerland,46.8182,8.2275,8,0,0,8,0,0,0
2020-02-29,Switzerland,46.8182,8.2275,18,0,0,18,10,0,0
2020-03-01,Switzerland,46.8182,8.2275,27,0,0,27,9,0,0
2020-03-02,Switzerland,46.8182,8.2275,42,0,0,42,15,0,0
2020-03-03,Switzerland,46.8182,8.2275,56,0,2,54,14,0,2
2020-03-04,Switzerland,46.8182,8.2275,90,0,3,87,34,0,1
2020-03-05,Switzerland,46.8182,8.2275,114,1,3,110,24,1,0
2020-03-06,Switzerland,46.8182,8.2275,214,1,3,210,100,0,0
2020-03-07,Switzerland,46.8182,8.2275,268,1,3,264,54,0,0
2020-03-08,Switzerland,46.8182,8.2275,337,2,3,332,69,1,0
2020-03-09,Switzerland,46.8182,8.2275,374,2,3,369,37,0,0
2020-03-10,Switzerland,46.8182,8.2275,491,3,3,485,117,1,0
2020-03-11,Switzerland,46.8182,8.2275,652,4,4,644,161,1,1
2020-03-12,Switzerland,46.8182,8.2275,652,4,4,644,0,0,0
2020-03-13,Switzerland,46.8182,8.2275,1139,11,4,1124,487,7,0
2020-03-14,Switzerland,46.8182,8.2275,1359,13,4,1342,220,2,0
2020-03-15,Switzerland,46.8182,8.2275,2200,14,4,2182,841,1,0
2020-03-16,Switzerland,46.8182,8.2275,2200,14,4,2182,0,0,0
2020-03-17,Switzerland,46.8182,8.2275,2700,27,4,2669,500,13,0
2020-03-18,Switzerland,46.8182,8.2275,3028,28,15,2985,328,1,11
2020-03-19,Switzerland,46.8182,8.2275,4075,41,15,4019,1047,13,0
2020-03-20,Switzerland,46.8182,8.2275,5294,54,15,5225,1219,13,0
2020-03-21,Switzerland,46.8182,8.2275,6575,75,15,6485,1281,21,0
2020-03-22,Switzerland,46.8182,8.2275,7474,98,131,7245,899,23,116
2020-03-23,Switzerland,46.8182,8.2275,8795,120,131,8544,1321,22,0
2020-03-24,Switzerland,46.8182,8.2275,9877,122,131,9624,1082,2,0
2020-03-25,Switzerland,46.8182,8.2275,10897,153,131,10613,1020,31,0
2020-03-16,Greenland,71.85345,-41.30215,1,0,0,1,1,0,0
2020-03-17,Greenland,71.85345,-41.30215,1,0,0,1,0,0,0
2020-03-18,Greenland,71.85345,-41.30215,1,0,0,1,0,0,0
2020-03-19,Greenland,71.85345,-41.30215,0,0,0,0,-1,0,0
2020-03-20,Greenland,71.85345,-41.30215,0,0,0,0,0,0,0
2020-03-21,Greenland,71.85345,-41.30215,0,0,0,0,0,0,0
2020-03-03,Argentina,-38.4161,-63.6167,1,0,0,1,1,0,0
2020-03-04,Argentina,-38.4161,-63.6167,1,0,0,1,0,0,0
2020-03-05,Argentina,-38.4161,-63.6167,1,0,0,1,0,0,0
2020-03-06,Argentina,-38.4161,-63.6167,2,0,0,2,1,0,0
2020-03-07,Argentina,-38.4161,-63.6167,8,0,0,8,6,0,0
2020-03-08,Argentina,-38.4161,-63.6167,12,1,0,11,4,1,0
2020-03-09,Argentina,-38.4161,-63.6167,12,1,0,11,0,0,0
2020-03-10,Argentina,-38.4161,-63.6167,17,1,0,16,5,0,0
2020-03-11,Argentina,-38.4161,-63.6167,19,1,0,18,2,0,0
2020-03-12,Argentina,-38.4161,-63.6167,19,1,0,18,0,0,0
2020-03-13,Argentina,-38.4161,-63.6167,31,2,0,29,12,1,0
2020-03-14,Argentina,-38.4161,-63.6167,34,2,1,31,3,0,1
2020-03-15,Argentina,-38.4161,-63.6167,45,2,1,42,11,0,0
2020-03-16,Argentina,-38.4161,-63.6167,56,2,1,53,11,0,0
2020-03-17,Argentina,-38.4161,-63.6167,68,2,3,63,12,0,2
2020-03-18,Argentina,-38.4161,-63.6167,79,2,3,74,11,0,0
2020-03-19,Argentina,-38.4161,-63.6167,97,3,3,91,18,1,0
2020-03-20,Argentina,-38.4161,-63.6167,128,3,3,122,31,0,0
2020-03-21,Argentina,-38.4161,-63.6167,158,4,3,151,30,1,0
2020-03-22,Argentina,-38.4161,-63.6167,266,4,27,235,108,0,24
2020-03-23,Argentina,-38.4161,-63.6167,266,4,27,235,0,0,0
2020-03-24,Argentina,-38.4161,-63.6167,387,6,52,329,121,2,25
2020-03-25,Argentina,-38.4161,-63.6167,387,8,52,327,0,2,0
2020-02-27,Denmark,60.360314894,-3.497065957,1,0,0,1,1,0,0
2020-02-28,Denmark,60.360314894,-3.497065957,1,0,0,1,0,0,0
2020-02-29,Denmark,60.360314894,-3.497065957,3,0,0,3,2,0,0
2020-03-01,Denmark,60.360314894,-3.497065957,4,0,0,4,1,0,0
2020-03-02,Denmark,60.360314894,-3.497065957,4,0,0,4,0,0,0
2020-03-03,Denmark,60.360314894,-3.497065957,6,0,0,6,2,0,0
2020-03-04,Denmark,60.360314894,-3.497065957,10,0,0,10,4,0,0
2020-03-05,Denmark,60.360314894,-3.497065957,10,0,0,10,0,0,0
2020-03-06,Denmark,60.360314894,-3.497065957,23,0,1,22,13,0,1
2020-03-07,Denmark,60.360314894,-3.497065957,23,0,1,22,0,0,0
2020-03-08,Denmark,60.360314894,-3.497065957,35,0,1,34,12,0,0
2020-03-09,Denmark,60.360314894,-3.497065957,90,0,1,89,55,0,0
2020-03-10,Denmark,60.360314894,-3.497065957,262,0,1,261,172,0,0
2020-03-11,Denmark,60.360314894,-3.497065957,444,0,1,443,182,0,0
2020-03-12,Denmark,60.360314894,-3.497065957,617,0,1,616,173,0,0
2020-03-13,Denmark,60.360314894,-3.497065957,804,0,1,803,187,0,0
2020-03-14,Denmark,60.360314894,-3.497065957,836,1,1,834,32,1,0
2020-03-15,Denmark,60.360314894,-3.497065957,875,2,1,872,39,1,0
2020-03-16,Denmark,60.360314894,-3.497065957,932,3,1,928,57,1,0
2020-03-17,Denmark,60.360314894,-3.497065957,1024,4,1,1019,92,1,0
2020-03-18,Denmark,60.360314894,-3.497065957,1115,4,1,1110,91,0,0
2020-03-19,Denmark,60.360314894,-3.497065957,1225,6,1,1218,110,2,0
2020-03-20,Denmark,60.360314894,-3.497065957,1337,9,1,1327,112,3,0
2020-03-21,Denmark,60.360314894,-3.497065957,1420,13,1,1406,83,4,0
2020-03-22,Denmark,60.360314894,-3.497065957,1514,13,4,1497,94,0,3
2020-03-23,Denmark,60.360314894,-3.497065957,1572,24,24,1524,58,11,20
2020-03-24,Denmark,60.360314894,-3.497065957,1718,32,36,1650,146,8,12
2020-03-25,Denmark,60.360314894,-3.497065957,1862,34,41,1787,144,2,5
2020-03-05,Slovenia,46.1512,14.9955,2,0,0,2,2,0,0
2020-03-06,Slovenia,46.1512,14.9955,7,0,0,7,5,0,0
2020-03-07,Slovenia,46.1512,14.9955,7,0,0,7,0,0,0
2020-03-08,Slovenia,46.1512,14.9955,16,0,0,16,9,0,0
2020-03-09,Slovenia,46.1512,14.9955,16,0,0,16,0,0,0
2020-03-10,Slovenia,46.1512,14.9955,31,0,0,31,15,0,0
2020-03-11,Slovenia,46.1512,14.9955,57,0,0,57,26,0,0
2020-03-12,Slovenia,46.1512,14.9955,89,0,0,89,32,0,0
2020-03-13,Slovenia,46.1512,14.9955,141,0,0,141,52,0,0
2020-03-14,Slovenia,46.1512,14.9955,181,1,0,180,40,1,0
2020-03-15,Slovenia,46.1512,14.9955,219,1,0,218,38,0,0
2020-03-16,Slovenia,46.1512,14.9955,253,1,0,252,34,0,0
2020-03-17,Slovenia,46.1512,14.9955,275,1,0,274,22,0,0
2020-03-18,Slovenia,46.1512,14.9955,275,1,0,274,0,0,0
2020-03-19,Slovenia,46.1512,14.9955,286,1,0,285,11,0,0
2020-03-20,Slovenia,46.1512,14.9955,341,1,0,340,55,0,0
2020-03-21,Slovenia,46.1512,14.9955,383,1,0,382,42,0,0
2020-03-22,Slovenia,46.1512,14.9955,414,2,0,412,31,1,0
2020-03-23,Slovenia,46.1512,14.9955,442,3,0,439,28,1,0
2020-03-24,Slovenia,46.1512,14.9955,480,4,3,473,38,1,3
2020-03-25,Slovenia,46.1512,14.9955,528,5,10,513,48,1,7
2020-01-22,South Korea,35.95204912,127.87879152,1,0,0,1,1,0,0
2020-01-23,South Korea,35.95204912,127.87879152,1,0,0,1,0,0,0
2020-01-24,South Korea,35.95204912,127.87879152,2,0,0,2,1,0,0
2020-01-25,South Korea,35.95204912,127.87879152,2,0,0,2,0,0,0
2020-01-26,South Korea,35.95204912,127.87879152,3,0,0,3,1,0,0
2020-01-27,South Korea,35.95204912,127.87879152,4,0,0,4,1,0,0
2020-01-28,South Korea,35.95204912,127.87879152,4,0,0,4,0,0,0
2020-01-29,South Korea,35.95204912,127.87879152,4,0,0,4,0,0,0
2020-01-30,South Korea,35.95204912,127.87879152,4,0,0,4,0,0,0
2020-01-31,South Korea,35.95204912,127.87879152,11,0,0,11,7,0,0
2020-02-01,South Korea,35.95204912,127.87879152,12,0,0,12,1,0,0
2020-02-02,South Korea,35.95204912,127.87879152,15,0,0,15,3,0,0
2020-02-03,South Korea,35.95204912,127.87879152,15,0,0,15,0,0,0
2020-02-04,South Korea,35.95204912,127.87879152,16,0,0,16,1,0,0
2020-02-05,South Korea,35.95204912,127.87879152,19,0,0,19,3,0,0
2020-02-06,South Korea,35.95204912,127.87879152,23,0,0,23,4,0,0
2020-02-07,South Korea,35.95204912,127.87879152,24,0,1,23,1,0,1
2020-02-08,South Korea,35.95204912,127.87879152,24,0,1,23,0,0,0
2020-02-09,South Korea,35.95204912,127.87879152,25,0,3,22,1,0,2
2020-02-10,South Korea,35.95204912,127.87879152,27,0,3,24,2,0,0
2020-02-11,South Korea,35.95204912,127.87879152,28,0,3,25,1,0,0
2020-02-12,South Korea,35.95204912,127.87879152,28,0,7,21,0,0,4
2020-02-13,South Korea,35.95204912,127.87879152,28,0,7,21,0,0,0
2020-02-14,South Korea,35.95204912,127.87879152,28,0,7,21,0,0,0
2020-02-15,South Korea,35.95204912,127.87879152,28,0,9,19,0,0,2
2020-02-16,South Korea,35.95204912,127.87879152,29,0,9,20,1,0,0
2020-02-17,South Korea,35.95204912,127.87879152,30,0,10,20,1,0,1
2020-02-18,South Korea,35.95204912,127.87879152,31,0,12,19,1,0,2
2020-02-19,South Korea,35.95204912,127.87879152,31,0,12,19,0,0,0
2020-02-20,South Korea,35.95204912,127.87879152,104,1,16,87,73,1,4
2020-02-21,South Korea,35.95204912,127.87879152,204,2,16,186,100,1,0
2020-02-22,South Korea,35.95204912,127.87879152,433,2,16,415,229,0,0
2020-02-23,South Korea,35.95204912,127.87879152,602,6,18,578,169,4,2
2020-02-24,South Korea,35.95204912,127.87879152,833,8,18,807,231,2,0
2020-02-25,South Korea,35.95204912,127.87879152,977,10,22,945,144,2,4
2020-02-26,South Korea,35.95204912,127.87879152,1261,12,22,1227,284,2,0
2020-02-27,South Korea,35.95204912,127.87879152,1766,13,22,1731,505,1,0
2020-02-28,South Korea,35.95204912,127.87879152,2337,13,22,2302,571,0,0
2020-02-29,South Korea,35.95204912,127.87879152,3150,16,27,3107,813,3,5
2020-03-01,South Korea,35.95204912,127.87879152,3736,17,30,3689,586,1,3
2020-03-02,South Korea,35.95204912,127.87879152,4335,28,30,4277,599,11,0
2020-03-03,South Korea,35.95204912,127.87879152,5186,28,30,5128,851,0,0
2020-03-04,South Korea,35.95204912,127.87879152,5621,35,41,5545,435,7,11
2020-03-05,South Korea,35.95204912,127.87879152,6088,35,41,6012,467,0,0
2020-03-06,South Korea,35.95204912,127.87879152,6593,42,135,6416,505,7,94
